Period,Date,MonthID,Category,Manufacturer,MOLECULE,SKU,Units,Sales
OCT23-SEP24,1/09/2024,202409,ANTINEOPLAST+IMMUNOMODUL,ABBVIE,LEUPRORELIN,LUCRIN 4MTH DEP PDS 30 MG,243,290433.3432
OCT24-SEP25,1/02/2025,202502,ANTINEOPLAST+IMMUNOMODUL,ABBVIE,LEUPRORELIN,LUCRIN 4MTH DEP PDS 30 MG,212,253406.516
OCT23-SEP24,1/01/2024,202401,ANTINEOPLAST+IMMUNOMODUL,ABBVIE,LEUPRORELIN,LUCRIN 6MTH DEP PDS 45 MG,277,381311.4412
OCT24-SEP25,1/06/2025,202506,ANTINEOPLAST+IMMUNOMODUL,ABBVIE,LEUPRORELIN,LUCRIN 6MTH DEP PDS 45 MG,359,494410.8717
OCT24-SEP25,1/06/2025,202506,ANTINEOPLAST+IMMUNOMODUL,ABBVIE,LEUPRORELIN,LUCRIN DEPOT PDS 7.5 MG,132,35781.17945
OCT24-SEP25,1/10/2024,202410,ANTINEOPLAST+IMMUNOMODUL,ABBVIE,LEUPRORELIN,LUCRIN DEPOT PDS 7.5 MG,163,44283.1065
OCT23-SEP24,1/06/2024,202406,ANTINEOPLAST+IMMUNOMODUL,ABBVIE,UPADACITINIB,RINVOQ MODIFIED RELEASE TABLETS 30 MG 28,2336,4859189.623
OCT24-SEP25,1/04/2025,202504,ANTINEOPLAST+IMMUNOMODUL,ABBVIE,UPADACITINIB,RINVOQ MODIFIED RELEASE TABLETS 30 MG 28,3768,7818467.923
OCT23-SEP24,1/05/2024,202405,ANTINEOPLAST+IMMUNOMODUL,ABBVIE,UPADACITINIB,RINVOQ MODIFIED RELEASE TABLETS 45 MG 28,538,1476057
OCT24-SEP25,1/02/2025,202502,ANTINEOPLAST+IMMUNOMODUL,ABBVIE,UPADACITINIB,RINVOQ MODIFIED RELEASE TABLETS 45 MG 28,468,1282236
OCT24-SEP25,1/10/2024,202410,ANTINEOPLAST+IMMUNOMODUL,ABBVIE,UPADACITINIB,RINVOQ MODIFIED RELEASE TABLETS 45 MG 28,598,1639489
OCT23-SEP24,1/05/2024,202405,ANTINEOPLAST+IMMUNOMODUL,ABBVIE,VENETOCLAX,VENCLEXTA FILM COATED TABLETS 100 MG 120,327,2543553
OCT24-SEP25,1/06/2025,202506,ANTINEOPLAST+IMMUNOMODUL,ABBVIE,VENETOCLAX,VENCLEXTA FILM COATED TABLETS 100 MG 120,355,2758563
OCT24-SEP25,1/03/2025,202503,ANTINEOPLAST+IMMUNOMODUL,ABBVIE,VENETOCLAX,VENCLEXTA FILM COATED TABLETS 100 MG 120,285,2215043
OCT23-SEP24,1/03/2024,202403,ANTINEOPLAST+IMMUNOMODUL,ABBVIE,VENETOCLAX,VENCLEXTA FILM COATED TABLETS 50 MG 7,86,21557.73021
OCT24-SEP25,1/12/2024,202412,ANTINEOPLAST+IMMUNOMODUL,ABBVIE,VENETOCLAX,VENCLEXTA FILM COATED TABLETS 50 MG 7,112,26848.92528
OCT24-SEP25,1/06/2025,202506,ANTINEOPLAST+IMMUNOMODUL,ABBVIE,VENETOCLAX,VENCLEXTA FILM COATED TABLETS 50 MG 7,111,26460.07553
OCT24-SEP25,1/08/2025,202508,ANTINEOPLAST+IMMUNOMODUL,ABBVIE,VENETOCLAX,VENCLEXTA STARTING PACK  10/50/100 MG FILM COATED TABLET 42,14,23895.46444
OCT23-SEP24,1/10/2023,202310,ANTINEOPLAST+IMMUNOMODUL,ACCORD HEALTHCARE,AZACITIDINE,AZACITIDINE ACCORD COMP SOLN,7527,10741.03393
OCT24-SEP25,1/02/2025,202502,ANTINEOPLAST+IMMUNOMODUL,ACCORD HEALTHCARE,AZACITIDINE,AZACITIDINE ACCORD VIAL 100 MG,10,1684
OCT23-SEP24,1/02/2024,202402,ANTINEOPLAST+IMMUNOMODUL,ACCORD HEALTHCARE,BORTEZOMIB,BORTEZOMIB ACCORD POWDER FOR INJECTION VIAL 3.5 MG,29,14185
OCT24-SEP25,1/03/2025,202503,ANTINEOPLAST+IMMUNOMODUL,ACCORD HEALTHCARE,BORTEZOMIB,BORTEZOMIB ACCORD POWDER FOR INJECTION VIAL 3.5 MG,3,1467
OCT24-SEP25,1/09/2025,202509,ANTINEOPLAST+IMMUNOMODUL,ACCORD HEALTHCARE,CABAZITAXEL,CABAZITAXEL ACCORD VIAL 60 MG 3 ML,2,0
OCT23-SEP24,1/11/2023,202311,ANTINEOPLAST+IMMUNOMODUL,ACCORD HEALTHCARE,CARBOPLATIN,CARBOPLATIN ACCORD COMP SOLN,40482,11337.16531
OCT23-SEP24,1/06/2024,202406,ANTINEOPLAST+IMMUNOMODUL,ACCORD HEALTHCARE,CARBOPLATIN,CARBOPLATIN ACCORD VIAL 450 MG 45 ML,113,3230
OCT23-SEP24,1/09/2024,202409,ANTINEOPLAST+IMMUNOMODUL,ACCORD HEALTHCARE,CARBOPLATIN,CARBOPLATIN ACCORD VIAL 450 MG 45 ML,235,6716
OCT23-SEP24,1/10/2023,202310,ANTINEOPLAST+IMMUNOMODUL,ACCORD HEALTHCARE,CISPLATIN,CISPLATIN ACCORD CONCENTRATED INJECTION VIAL 100 MG 100 ML,33,4726.60784
OCT23-SEP24,1/12/2023,202312,ANTINEOPLAST+IMMUNOMODUL,ACCORD HEALTHCARE,CISPLATIN,CISPLATIN ACCORD CONCENTRATED INJECTION VIAL 50 MG 50 ML,52,7448.48
OCT24-SEP25,1/08/2025,202508,ANTINEOPLAST+IMMUNOMODUL,ACCORD HEALTHCARE,CISPLATIN,CISPLATIN ACCORD CONCENTRATED INJECTION VIAL 50 MG 50 ML,26,291
OCT24-SEP25,1/05/2025,202505,ANTINEOPLAST+IMMUNOMODUL,ACCORD HEALTHCARE,CISPLATIN,CISPLATIN ACCORD CONCENTRATED INJECTION VIAL 50 MG 50 ML,70,783
OCT24-SEP25,1/09/2025,202509,ANTINEOPLAST+IMMUNOMODUL,ACCORD HEALTHCARE,DOCETAXEL,DOCETAXEL ACCORD VIAL 160 MG 8 ML,59,2116
OCT24-SEP25,1/06/2025,202506,ANTINEOPLAST+IMMUNOMODUL,ACCORD HEALTHCARE,DOCETAXEL,DOCETAXEL ACCORD VIAL 160 MG 8 ML,70,3631
OCT24-SEP25,1/01/2025,202501,ANTINEOPLAST+IMMUNOMODUL,ACCORD HEALTHCARE,DOCETAXEL,DOCETAXEL ACCORD VIAL 160 MG 8 ML,50,2594
OCT24-SEP25,1/11/2024,202411,ANTINEOPLAST+IMMUNOMODUL,ACCORD HEALTHCARE,DOCETAXEL,DOCETAXEL ACCORD VIAL 160 MG 8 ML,30,1076
OCT24-SEP25,1/12/2024,202412,ANTINEOPLAST+IMMUNOMODUL,ACCORD HEALTHCARE,DOCETAXEL,DOCETAXEL ACCORD VIAL 80 MG 4 ML,20,3053.6
OCT23-SEP24,1/06/2024,202406,ANTINEOPLAST+IMMUNOMODUL,ACCORD HEALTHCARE,FLUOROURACIL,FLUOROURACIL ACCORD INJECTION VIAL 2500 MG 50 ML,23,3372.31412
OCT24-SEP25,1/09/2025,202509,ANTINEOPLAST+IMMUNOMODUL,ACCORD HEALTHCARE,FLUOROURACIL,FLUOROURACIL ACCORD INJECTION VIAL 5000 MG 100 ML,150,2988
OCT23-SEP24,1/10/2023,202310,ANTINEOPLAST+IMMUNOMODUL,ACCORD HEALTHCARE,FULVESTRANT,FULVESTRANT ACCORD PRE-FILLED SYRINGE 250 MG 2 X 5 ML,5,1132.785
OCT23-SEP24,1/11/2023,202311,ANTINEOPLAST+IMMUNOMODUL,ACCORD HEALTHCARE,IRINOTECAN,IRINOTECAN ACCORD INJ VIAL 500 MG 25 ML,10,610
OCT24-SEP25,1/03/2025,202503,ANTINEOPLAST+IMMUNOMODUL,ACCORD HEALTHCARE,IRINOTECAN,IRINOTECAN ACCORD INJ VIAL 500 MG 25 ML,77,4699
OCT23-SEP24,1/11/2023,202311,ANTINEOPLAST+IMMUNOMODUL,ACCORD HEALTHCARE,IRINOTECAN,IRINOTECAN ACCORD VIAL 100 MG 5 ML,60,523
OCT23-SEP24,1/12/2023,202312,ANTINEOPLAST+IMMUNOMODUL,ACCORD HEALTHCARE,IRINOTECAN,IRINOTECAN ACCORD VIAL 100 MG 5 ML,59,514
OCT23-SEP24,1/03/2024,202403,ANTINEOPLAST+IMMUNOMODUL,ACCORD HEALTHCARE,IRINOTECAN,IRINOTECAN ACCORD VIAL 100 MG 5 ML,135,1177
OCT24-SEP25,1/04/2025,202504,ANTINEOPLAST+IMMUNOMODUL,ACCORD HEALTHCARE,IRINOTECAN,IRINOTECAN ACCORD VIAL 100 MG 5 ML,90,1098
OCT23-SEP24,1/11/2023,202311,ANTINEOPLAST+IMMUNOMODUL,ACCORD HEALTHCARE,OXALIPLATIN,OXALIPLATIN ACCORD VIAL 100 MG 20 ML,95,1530
OCT23-SEP24,1/02/2024,202402,ANTINEOPLAST+IMMUNOMODUL,ACCORD HEALTHCARE,PACLITAXEL,PACLITAXEL ACCORD VIAL 300 MG 50 ML,34,1345
OCT24-SEP25,1/09/2025,202509,ANTINEOPLAST+IMMUNOMODUL,ACCORD HEALTHCARE,PEGFILGRASTIM,PELGRAZ PRE-FILLED SYRINGE 6 MG 0.6 ML,12,1296.82154
OCT23-SEP24,1/11/2023,202311,ANTINEOPLAST+IMMUNOMODUL,ACCORD HEALTHCARE,PEMETREXED,PEMETREXED ACCORD VIAL 1 G,1,92
OCT24-SEP25,1/02/2025,202502,ANTINEOPLAST+IMMUNOMODUL,ACCORD HEALTHCARE,PEMETREXED,PEMETREXED ACCORD VIAL 1 G,14,2690.66
OCT23-SEP24,1/03/2024,202403,ANTINEOPLAST+IMMUNOMODUL,ACCORD HEALTHCARE,PEMETREXED,PEMETREXED ACCORD VIAL 500 MG,38,1561
OCT24-SEP25,1/09/2025,202509,ANTINEOPLAST+IMMUNOMODUL,ACCORD HEALTHCARE,TOPOTECAN,TOPOTECAN ACCORD VIAL 4 MG 5 X 4 ML,2,460.1014
OCT23-SEP24,1/11/2023,202311,ANTINEOPLAST+IMMUNOMODUL,ACTAVIS AUST P/L,METHOTREXATE,METHACCORD COMP SOLN,12888,688.15166
OCT23-SEP24,1/02/2024,202402,ANTINEOPLAST+IMMUNOMODUL,AFT PHARMACEUTICAL,PEMETREXED,PEMETREXED AFT VIAL 100 MG,25,337.4077
OCT23-SEP24,1/01/2024,202401,ANTINEOPLAST+IMMUNOMODUL,AFT PHARMACEUTICAL,PEMETREXED,PEMETREXED AFT VIAL 500 MG,15,589.46325
OCT23-SEP24,1/04/2024,202404,ANTINEOPLAST+IMMUNOMODUL,AFT PHARMACEUTICAL,PEMETREXED,PEMETREXED AFT VIAL 500 MG,45,1769.72337
OCT23-SEP24,1/05/2024,202405,ANTINEOPLAST+IMMUNOMODUL,AFT PHARMACEUTICAL,PEMETREXED,PEMETREXED AFT VIAL 500 MG,14,550.78806
OCT23-SEP24,1/02/2024,202402,ANTINEOPLAST+IMMUNOMODUL,ALEXION PHARMACEUT,RAVULIZUMAB,ULTOMIRIS VIAL 1100 MG 11 ML,3,96441.2551
OCT24-SEP25,1/04/2025,202504,ANTINEOPLAST+IMMUNOMODUL,ALEXION PHARMACEUT,RAVULIZUMAB,ULTOMIRIS VIAL 300 MG 3 ML,20,175347.979
OCT24-SEP25,1/01/2025,202501,ANTINEOPLAST+IMMUNOMODUL,ALEXION PHARMACEUT,SELUMETINIB,KOSELUGO CAPSULES 10 MG 60,14,104624
OCT24-SEP25,1/10/2024,202410,ANTINEOPLAST+IMMUNOMODUL,ALEXION PHARMACEUT,SELUMETINIB,KOSELUGO CAPSULES 10 MG 60,8,59785
OCT23-SEP24,1/09/2024,202409,ANTINEOPLAST+IMMUNOMODUL,ALEXION PHARMACEUT,SELUMETINIB,KOSELUGO CAPSULES 25 MG 60,2,37366
OCT24-SEP25,1/03/2025,202503,ANTINEOPLAST+IMMUNOMODUL,ALEXION PHARMACEUT,SELUMETINIB,KOSELUGO CAPSULES 25 MG 60,10,186828
OCT23-SEP24,1/08/2024,202408,ANTINEOPLAST+IMMUNOMODUL,ALPHAPHARM,ANASTROZOLE,ARIANNA TABLETS 1 MG 30,2686,54791.2999
OCT24-SEP25,1/10/2024,202410,ANTINEOPLAST+IMMUNOMODUL,ALPHAPHARM,ANASTROZOLE,ARIANNA TABLETS 1 MG 30,2954,59211.70374
OCT24-SEP25,1/01/2025,202501,ANTINEOPLAST+IMMUNOMODUL,ALPHAPHARM,ANASTROZOLE,ARIANNA TABLETS 1 MG 30,19,371.85592
OCT23-SEP24,1/12/2023,202312,ANTINEOPLAST+IMMUNOMODUL,ALPHAPHARM,AZATHIOPRINE,THIOPRINE TABLETS 50 MG 100,854,25230.35393
OCT23-SEP24,1/04/2024,202404,ANTINEOPLAST+IMMUNOMODUL,ALPHAPHARM,AZATHIOPRINE,THIOPRINE TABLETS 50 MG 100,610,17931.84389
OCT24-SEP25,1/01/2025,202501,ANTINEOPLAST+IMMUNOMODUL,ALPHAPHARM,AZATHIOPRINE,THIOPRINE TABLETS 50 MG 100,481,13533.16884
OCT24-SEP25,1/07/2025,202507,ANTINEOPLAST+IMMUNOMODUL,ALPHAPHARM,AZATHIOPRINE,THIOPRINE TABLETS 50 MG 100,582,16576.12674
OCT24-SEP25,1/03/2025,202503,ANTINEOPLAST+IMMUNOMODUL,ALPHAPHARM,BENDAMUSTINE,BENDAMUSTINE VIATRIS VIAL 100 MG,47,29070
OCT24-SEP25,1/08/2025,202508,ANTINEOPLAST+IMMUNOMODUL,ALPHAPHARM,BENDAMUSTINE,BENDAMUSTINE VIATRIS VIAL 100 MG,12,1044
OCT23-SEP24,1/10/2023,202310,ANTINEOPLAST+IMMUNOMODUL,ALPHAPHARM,BICALUTAMIDE,COSAMIDE TABLETS 50 MG 28,459,23832.06921
OCT23-SEP24,1/07/2024,202407,ANTINEOPLAST+IMMUNOMODUL,ALPHAPHARM,BICALUTAMIDE,COSAMIDE TABLETS 50 MG 28,425,22104.35692
OCT24-SEP25,1/04/2025,202504,ANTINEOPLAST+IMMUNOMODUL,ALPHAPHARM,BICALUTAMIDE,COSAMIDE TABLETS 50 MG 28,644,33758.81477
OCT24-SEP25,1/12/2024,202412,ANTINEOPLAST+IMMUNOMODUL,ALPHAPHARM,DASATINIB,DASATINIB VIATRIS FILM COATED TABLETS BOTTLE 70 MG 60,56,90837.6
OCT24-SEP25,1/05/2025,202505,ANTINEOPLAST+IMMUNOMODUL,ALPHAPHARM,DASATINIB,DASATINIB VIATRIS FILM COATED TABLETS BOTTLE 70 MG 60,6,8340.36
OCT24-SEP25,1/07/2025,202507,ANTINEOPLAST+IMMUNOMODUL,ALPHAPHARM,FLUTAMIDE,FLUTAMIN TABLETS 250 MG 100,2,351.86
OCT24-SEP25,1/03/2025,202503,ANTINEOPLAST+IMMUNOMODUL,ALPHAPHARM,IMATINIB,IMANIB FILM COATED TABLETS 400 MG 30,74,21335.78571
OCT23-SEP24,1/03/2024,202403,ANTINEOPLAST+IMMUNOMODUL,ALPHAPHARM,LEFLUNOMIDE,ATARIS FILM COATED TABLETS 10 MG 30,575,16677.17788
OCT24-SEP25,1/07/2025,202507,ANTINEOPLAST+IMMUNOMODUL,ALPHAPHARM,LEFLUNOMIDE,ATARIS FILM COATED TABLETS 10 MG 30,660,16711.13388
OCT24-SEP25,1/02/2025,202502,ANTINEOPLAST+IMMUNOMODUL,ALPHAPHARM,LEFLUNOMIDE,ATARIS FILM COATED TABLETS 10 MG 30,515,13001.58884
OCT24-SEP25,1/03/2025,202503,ANTINEOPLAST+IMMUNOMODUL,ALPHAPHARM,LEFLUNOMIDE,ATARIS FILM COATED TABLETS 10 MG 30,600,14921.5
OCT24-SEP25,1/06/2025,202506,ANTINEOPLAST+IMMUNOMODUL,ALPHAPHARM,LEFLUNOMIDE,ATARIS FILM COATED TABLETS 20 MG 30,546,17254.08859
OCT24-SEP25,1/07/2025,202507,ANTINEOPLAST+IMMUNOMODUL,ALPHAPHARM,LEFLUNOMIDE,ATARIS FILM COATED TABLETS 20 MG 30,570,18144.40745
OCT23-SEP24,1/05/2024,202405,ANTINEOPLAST+IMMUNOMODUL,ALPHAPHARM,LETROZOLE,FEMOLET TABLETS 2.5 MG 30,2817,67289.10897
OCT23-SEP24,1/03/2024,202403,ANTINEOPLAST+IMMUNOMODUL,ALPHAPHARM,LETROZOLE,FEMOLET TABLETS 2.5 MG 30,2122,58898.82989
OCT23-SEP24,1/04/2024,202404,ANTINEOPLAST+IMMUNOMODUL,ALPHAPHARM,LETROZOLE,FEMOLET TABLETS 2.5 MG 30,2660,63152.31667
OCT23-SEP24,1/09/2024,202409,ANTINEOPLAST+IMMUNOMODUL,ALPHAPHARM,LETROZOLE,FEMOLET TABLETS 2.5 MG 30,4347,101095.8591
OCT24-SEP25,1/07/2025,202507,ANTINEOPLAST+IMMUNOMODUL,ALPHAPHARM,LETROZOLE,FEMOLET TABLETS 2.5 MG 30,1584,35332.69055
OCT23-SEP24,1/01/2024,202401,ANTINEOPLAST+IMMUNOMODUL,ALPHAPHARM,MYCOPHENOLATE MOFETIL,CEPTOLATE TABLETS 500 MG 50,1770,62590.15
OCT23-SEP24,1/12/2023,202312,ANTINEOPLAST+IMMUNOMODUL,ALPHAPHARM,TACROLIMUS,PACROLIM CAPSULES 0.5 MG 100,119,12132
OCT24-SEP25,1/02/2025,202502,ANTINEOPLAST+IMMUNOMODUL,ALPHAPHARM,TACROLIMUS,PACROLIM CAPSULES 0.5 MG 100,56,5709
OCT24-SEP25,1/09/2025,202509,ANTINEOPLAST+IMMUNOMODUL,ALPHAPHARM,TACROLIMUS,PACROLIM CAPSULES 0.5 MG 100,77,5683.91937
OCT23-SEP24,1/11/2023,202311,ANTINEOPLAST+IMMUNOMODUL,ALPHAPHARM,TACROLIMUS,PACROLIM CAPSULES 1 MG 100,243,49548
OCT23-SEP24,1/10/2023,202310,ANTINEOPLAST+IMMUNOMODUL,ALPHAPHARM,TACROLIMUS,PACROLIM CAPSULES 1 MG 100,225,45878
OCT23-SEP24,1/07/2024,202407,ANTINEOPLAST+IMMUNOMODUL,ALPHAPHARM,TAMOXIFEN,GENOX TABLETS 10 MG 60,331,6231.2896
OCT23-SEP24,1/01/2024,202401,ANTINEOPLAST+IMMUNOMODUL,ALPHAPHARM,TAMOXIFEN,GENOX TABLETS 20 MG 30,1737,31863.24158
OCT23-SEP24,1/10/2023,202310,ANTINEOPLAST+IMMUNOMODUL,ALPHAPHARM,TAMOXIFEN,GENOX TABLETS 20 MG 30,727,13899.93205
OCT24-SEP25,1/07/2025,202507,ANTINEOPLAST+IMMUNOMODUL,ALPHAPHARM,TAMOXIFEN,GENOX TABLETS 20 MG 60,4,100.29275
OCT24-SEP25,1/09/2025,202509,ANTINEOPLAST+IMMUNOMODUL,ALPHAPHARM,TEMOZOLOMIDE,TEMIZOLE CAPSULES 140 MG 5,125,12134.15
OCT23-SEP24,1/03/2024,202403,ANTINEOPLAST+IMMUNOMODUL,ALPHAPHARM,TEMOZOLOMIDE,TEMIZOLE CAPSULES 20 MG 5,48,1338.19429
OCT24-SEP25,1/06/2025,202506,ANTINEOPLAST+IMMUNOMODUL,ALPHAPHARM,TEMOZOLOMIDE,TEMIZOLE CAPSULES 20 MG 5,60,1265.38182
OCT24-SEP25,1/10/2024,202410,ANTINEOPLAST+IMMUNOMODUL,ALPHAPHARM,TEMOZOLOMIDE,TEMIZOLE CAPSULES 20 MG 5,81,1751.06813
OCT24-SEP25,1/05/2025,202505,ANTINEOPLAST+IMMUNOMODUL,ALPHAPHARM,TEMOZOLOMIDE,TEMIZOLE CAPSULES 20 MG 5,58,1238.98875
OCT23-SEP24,1/12/2023,202312,ANTINEOPLAST+IMMUNOMODUL,ALPHAPHARM,TEMOZOLOMIDE,TEMIZOLE CAPSULES 250 MG 5,52,11796.44632
OCT23-SEP24,1/10/2023,202310,ANTINEOPLAST+IMMUNOMODUL,ALPHAPHARM,TEMOZOLOMIDE,TEMIZOLE CAPSULES 250 MG 5,44,9960.74316
OCT24-SEP25,1/01/2025,202501,ANTINEOPLAST+IMMUNOMODUL,ALPHAPHARM,TEMOZOLOMIDE,TEMIZOLE CAPSULES 250 MG 5,21,3527.445
OCT24-SEP25,1/02/2025,202502,ANTINEOPLAST+IMMUNOMODUL,ALPHAPHARM,TEMOZOLOMIDE,TEMIZOLE CAPSULES 5 MG 5,55,549.58026
OCT24-SEP25,1/05/2025,202505,ANTINEOPLAST+IMMUNOMODUL,AMGEN,ADALIMUMAB,AMGEVITA PREFILLED SYRINGE 40 MG 2 X 0.8 ML,338,236201.3908
OCT23-SEP24,1/05/2024,202405,ANTINEOPLAST+IMMUNOMODUL,AMGEN,APREMILAST,OTEZLA TABLETS 30 MG 56,3271,2136965.282
OCT23-SEP24,1/09/2024,202409,ANTINEOPLAST+IMMUNOMODUL,AMGEN,APREMILAST,OTEZLA TITRAT PACK 30 MG 27,167,45621.23276
OCT24-SEP25,1/09/2025,202509,ANTINEOPLAST+IMMUNOMODUL,AMGEN,APREMILAST,OTEZLA TITRAT PACK 30 MG 27,186,50999.36369
OCT24-SEP25,1/02/2025,202502,ANTINEOPLAST+IMMUNOMODUL,AMGEN,APREMILAST,OTEZLA TITRAT PACK 30 MG 27,141,38561.02113
OCT23-SEP24,1/05/2024,202405,ANTINEOPLAST+IMMUNOMODUL,AMGEN,BEVACIZUMAB,MVASI VIAL 100 MG 4 ML,215,20881
OCT23-SEP24,1/04/2024,202404,ANTINEOPLAST+IMMUNOMODUL,AMGEN,BEVACIZUMAB,MVASI VIAL 400 MG 16 ML,15,8236.11
OCT23-SEP24,1/08/2024,202408,ANTINEOPLAST+IMMUNOMODUL,AMGEN,CARFILZOMIB,KYPROLIS VIAL 10 MG,13,2809
OCT24-SEP25,1/08/2025,202508,ANTINEOPLAST+IMMUNOMODUL,AMGEN,CARFILZOMIB,KYPROLIS VIAL 10 MG,29,6265
OCT23-SEP24,1/10/2023,202310,ANTINEOPLAST+IMMUNOMODUL,AMGEN,CARFILZOMIB,KYPROLIS VIAL 30 MG,61,39535
OCT23-SEP24,1/08/2024,202408,ANTINEOPLAST+IMMUNOMODUL,AMGEN,CARFILZOMIB,KYPROLIS VIAL 30 MG,50,32406
OCT23-SEP24,1/05/2024,202405,ANTINEOPLAST+IMMUNOMODUL,AMGEN,CARFILZOMIB,KYPROLIS VIAL 30 MG,82,203806.08
OCT24-SEP25,1/07/2025,202507,ANTINEOPLAST+IMMUNOMODUL,AMGEN,CARFILZOMIB,KYPROLIS VIAL 30 MG,88,57035
OCT24-SEP25,1/01/2025,202501,ANTINEOPLAST+IMMUNOMODUL,AMGEN,CARFILZOMIB,KYPROLIS VIAL 30 MG,62,40183
OCT24-SEP25,1/05/2025,202505,ANTINEOPLAST+IMMUNOMODUL,AMGEN,CARFILZOMIB,KYPROLIS VIAL 30 MG,48,31110
OCT24-SEP25,1/12/2024,202412,ANTINEOPLAST+IMMUNOMODUL,AMGEN,CARFILZOMIB,KYPROLIS VIAL 30 MG,71,46017
OCT24-SEP25,1/09/2025,202509,ANTINEOPLAST+IMMUNOMODUL,AMGEN,CARFILZOMIB,KYPROLIS VIAL 60 MG,48,57864
OCT23-SEP24,1/03/2024,202403,ANTINEOPLAST+IMMUNOMODUL,AMGEN,PANITUMUMAB,VECTIBIX VIAL 400 MG 20 ML,1,2719.26598
OCT23-SEP24,1/08/2024,202408,ANTINEOPLAST+IMMUNOMODUL,AMNEAL PHARMA AUST,DOXORUBICIN,ACCORD DOXORUBICIN VIAL 200 MG 100 ML,4,261.39094
OCT23-SEP24,1/03/2024,202403,ANTINEOPLAST+IMMUNOMODUL,AMNEAL PHARMA AUST,DOXORUBICIN,ACCORD DOXORUBICIN VIAL 200 MG 100 ML,16,1044.23014
OCT24-SEP25,1/11/2024,202411,ANTINEOPLAST+IMMUNOMODUL,AMNEAL PHARMA AUST,DOXORUBICIN,ACCORD DOXORUBICIN VIAL 200 MG 100 ML,3,196.04321
OCT23-SEP24,1/07/2024,202407,ANTINEOPLAST+IMMUNOMODUL,APOTEX,ANASTROZOLE,APO-ANASTROZOLE FILM COATED TABLETS 1 MG 30,9803,202492.7183
OCT24-SEP25,1/08/2025,202508,ANTINEOPLAST+IMMUNOMODUL,APOTEX,ANASTROZOLE,APO-ANASTROZOLE FILM COATED TABLETS 1 MG 30,9550,181550.9581
OCT23-SEP24,1/08/2024,202408,ANTINEOPLAST+IMMUNOMODUL,APOTEX,AZATHIOPRINE,APO-AZATHIOPRINE TABLETS 25 MG 100,592,13545.89819
OCT24-SEP25,1/01/2025,202501,ANTINEOPLAST+IMMUNOMODUL,APOTEX,AZATHIOPRINE,APO-AZATHIOPRINE TABLETS 25 MG 100,556,11835.10049
OCT24-SEP25,1/07/2025,202507,ANTINEOPLAST+IMMUNOMODUL,APOTEX,AZATHIOPRINE,APO-AZATHIOPRINE TABLETS 25 MG 100,605,12987.50933
OCT24-SEP25,1/08/2025,202508,ANTINEOPLAST+IMMUNOMODUL,APOTEX,AZATHIOPRINE,APO-AZATHIOPRINE TABLETS 50 MG 100,3041,84393.94045
OCT23-SEP24,1/07/2024,202407,ANTINEOPLAST+IMMUNOMODUL,APOTEX,BICALUTAMIDE,APO-BICALUTAMIDE TABLETS 50 MG 28,1274,67606.50499
OCT24-SEP25,1/10/2024,202410,ANTINEOPLAST+IMMUNOMODUL,APOTEX,BICALUTAMIDE,APO-BICALUTAMIDE TABLETS 50 MG 28,1308,68574.3578
OCT24-SEP25,1/03/2025,202503,ANTINEOPLAST+IMMUNOMODUL,APOTEX,BICALUTAMIDE,APO-BICALUTAMIDE TABLETS 50 MG 28,26,1363.05082
OCT23-SEP24,1/11/2023,202311,ANTINEOPLAST+IMMUNOMODUL,APOTEX,CICLOSPORIN,APO-CICLOSPORIN CAPSULES 100 MG 30,697,91697
OCT24-SEP25,1/12/2024,202412,ANTINEOPLAST+IMMUNOMODUL,APOTEX,CICLOSPORIN,APO-CICLOSPORIN CAPSULES 100 MG 30,1065,108957.0177
